OTU	Sample	Abundance	Kingdom	Phylum
Otu00002	18	3548.58784107228	Bacteria	Proteobacteria
Otu00584	27	21.8842729970326	Bacteria	SHA-109
Otu00584	28	19.7008391098139	Bacteria	SHA-109
Otu00584	26	12.5455281262647	Bacteria	SHA-109
Otu00584	4	8.59422958870473	Bacteria	SHA-109
Otu00584	21	8.21596244131456	Bacteria	SHA-109
Otu00584	24	7.66283524904215	Bacteria	SHA-109
Otu00584	20	7.49375520399667	Bacteria	SHA-109
Otu00584	22	6.91619202603743	Bacteria	SHA-109
Otu00584	1	5.37955768081291	Bacteria	SHA-109
Otu00584	10	3.70919881305638	Bacteria	SHA-109
Otu00584	23	3.35409678965022	Bacteria	SHA-109
Otu00584	17	2.07361327112494	Bacteria	SHA-109
Otu00584	8	1.90839694656489	Bacteria	SHA-109
Otu00584	18	0.957395883197702	Bacteria	SHA-109
Otu00584	16	0.67842605156038	Bacteria	SHA-109
Otu00584	19	0	Bacteria	SHA-109
Otu00584	13	0	Bacteria	SHA-109
Otu00584	25	0	Bacteria	SHA-109
Otu02258	17	10.3680663556247	Bacteria	SM2F11
Otu02258	18	5.26567735758736	Bacteria	SM2F11
Otu02258	8	1.90839694656489	Bacteria	SM2F11
Otu02258	1	1.7931858936043	Bacteria	SM2F11
Otu02258	4	1.22774708410068	Bacteria	SM2F11
Otu02258	16	0	Bacteria	SM2F11
Otu02258	27	0	Bacteria	SM2F11
Otu02258	21	0	Bacteria	SM2F11
Otu02258	22	0	Bacteria	SM2F11
Otu02258	10	0	Bacteria	SM2F11
Otu02258	13	0	Bacteria	SM2F11
Otu02258	20	0	Bacteria	SM2F11
Otu02258	23	0	Bacteria	SM2F11
Otu02258	19	0	Bacteria	SM2F11
Otu02258	24	0	Bacteria	SM2F11
Otu02258	28	0	Bacteria	SM2F11
Otu02258	25	0	Bacteria	SM2F11
Otu02258	26	0	Bacteria	SM2F11
Otu00397	25	145.811789038263	Bacteria	Saccharibacteria
Otu00397	28	83.5461510397665	Bacteria	Saccharibacteria
Otu00397	27	56.379821958457	Bacteria	Saccharibacteria
Otu00397	21	37.9499217527387	Bacteria	Saccharibacteria
Otu00397	22	27.2579332790887	Bacteria	Saccharibacteria
Otu00397	20	24.9791840133222	Bacteria	Saccharibacteria
Otu00397	23	23.9578342117873	Bacteria	Saccharibacteria
Otu00397	26	23.8769728854715	Bacteria	Saccharibacteria
Otu00397	24	16.967706622879	Bacteria	Saccharibacteria
Otu00397	4	6.75260896255372	Bacteria	Saccharibacteria
Otu00397	8	6.20229007633588	Bacteria	Saccharibacteria
Otu00397	16	6.10583446404342	Bacteria	Saccharibacteria
Otu00397	17	5.18403317781234	Bacteria	Saccharibacteria
Otu00397	19	4.24757281553398	Bacteria	Saccharibacteria
Otu00397	1	4.18410041841004	Bacteria	Saccharibacteria
Otu00397	10	3.70919881305638	Bacteria	Saccharibacteria
Otu00397	13	1.86219739292365	Bacteria	Saccharibacteria
Otu00397	18	0	Bacteria	Saccharibacteria
Otu01065	13	158.28677839851	Bacteria	Spirochaetae
Otu01065	10	24.4807121661721	Bacteria	Spirochaetae
Otu01065	20	23.3139050791008	Bacteria	Spirochaetae
Otu01065	22	20.7485760781123	Bacteria	Spirochaetae
Otu01065	21	11.3458528951487	Bacteria	Spirochaetae
Otu01065	16	8.14111261872456	Bacteria	Spirochaetae
Otu01065	25	7.75594622543951	Bacteria	Spirochaetae
Otu01065	26	4.45163901254553	Bacteria	Spirochaetae
Otu01065	27	4.08011869436202	Bacteria	Spirochaetae
Otu01065	23	3.35409678965022	Bacteria	Spirochaetae
Otu01065	18	3.35088559119196	Bacteria	Spirochaetae
Otu01065	4	3.06936771025169	Bacteria	Spirochaetae
Otu01065	28	2.5538124771981	Bacteria	Spirochaetae
Otu01065	1	2.39091452480574	Bacteria	Spirochaetae
Otu01065	19	1.82038834951456	Bacteria	Spirochaetae
Otu01065	8	1.43129770992366	Bacteria	Spirochaetae
Otu01065	24	0.547345374931582	Bacteria	Spirochaetae
Otu01065	17	0.518403317781234	Bacteria	Spirochaetae
Otu01809	20	6.66111573688593	Bacteria	TA06
Otu01809	22	4.47518307567128	Bacteria	TA06
Otu01809	21	4.30359937402191	Bacteria	TA06
Otu01809	27	3.70919881305638	Bacteria	TA06
Otu01809	26	0.809388911371914	Bacteria	TA06
Otu01809	25	0.517063081695967	Bacteria	TA06
Otu01809	28	0.364830353885443	Bacteria	TA06
Otu01809	10	0	Bacteria	TA06
Otu01809	16	0	Bacteria	TA06
Otu01809	17	0	Bacteria	TA06
Otu01809	4	0	Bacteria	TA06
Otu01809	19	0	Bacteria	TA06
Otu01809	8	0	Bacteria	TA06
Otu01809	13	0	Bacteria	TA06
Otu01809	18	0	Bacteria	TA06
Otu01809	23	0	Bacteria	TA06
Otu01809	24	0	Bacteria	TA06
Otu01809	1	0	Bacteria	TA06
Otu02310	25	12.4095139607032	Bacteria	TM6
Otu02310	24	12.0415982484948	Bacteria	TM6
Otu02310	27	7.7893175074184	Bacteria	TM6
Otu02310	23	7.66650694777192	Bacteria	TM6
Otu02310	28	7.29660707770887	Bacteria	TM6
Otu02310	21	4.69483568075117	Bacteria	TM6
Otu02310	20	3.74687760199834	Bacteria	TM6
Otu02310	26	3.64225010117361	Bacteria	TM6
Otu02310	18	2.87218764959311	Bacteria	TM6
Otu02310	22	2.44100895036615	Bacteria	TM6
Otu02310	13	0.931098696461825	Bacteria	TM6
Otu02310	19	0.606796116504855	Bacteria	TM6
Otu02310	4	0	Bacteria	TM6
Otu02310	17	0	Bacteria	TM6
Otu02310	8	0	Bacteria	TM6
Otu02310	16	0	Bacteria	TM6
Otu02310	10	0	Bacteria	TM6
Otu02310	1	0	Bacteria	TM6
Otu00735	17	76.2052877138414	Bacteria	Tenericutes
Otu00735	8	31.4885496183206	Bacteria	Tenericutes
Otu00735	21	25.8215962441315	Bacteria	Tenericutes
Otu00735	24	25.1778872468528	Bacteria	Tenericutes
Otu00735	20	23.3139050791008	Bacteria	Tenericutes
Otu00735	22	22.3759153783564	Bacteria	Tenericutes
Otu00735	13	18.6219739292365	Bacteria	Tenericutes
Otu00735	18	18.1905217807563	Bacteria	Tenericutes
Otu00735	1	12.5523012552301	Bacteria	Tenericutes
Otu00735	28	12.0394016782196	Bacteria	Tenericutes
Otu00735	16	11.5332428765265	Bacteria	Tenericutes
Otu00735	23	11.4997604216579	Bacteria	Tenericutes
Otu00735	27	10.3857566765579	Bacteria	Tenericutes
Otu00735	26	9.71266693646297	Bacteria	Tenericutes
Otu00735	19	9.10194174757282	Bacteria	Tenericutes
Otu00735	25	5.17063081695967	Bacteria	Tenericutes
Otu00735	10	2.9673590504451	Bacteria	Tenericutes
Otu00735	4	2.45549416820135	Bacteria	Tenericutes
Otu01266	10	64.540059347181	Bacteria	Verrucomicrobia
Otu01266	18	34.9449497367161	Bacteria	Verrucomicrobia
Otu01266	19	31.5533980582524	Bacteria	Verrucomicrobia
Otu01266	13	24.2085661080075	Bacteria	Verrucomicrobia
Otu01266	16	22.3880597014925	Bacteria	Verrucomicrobia
Otu01266	1	18.5295875672445	Bacteria	Verrucomicrobia
Otu01266	4	12.8913443830571	Bacteria	Verrucomicrobia
Otu01266	17	12.4416796267496	Bacteria	Verrucomicrobia
Otu01266	21	10.1721439749609	Bacteria	Verrucomicrobia
Otu01266	23	10.0622903689506	Bacteria	Verrucomicrobia
Otu01266	8	10.0190839694657	Bacteria	Verrucomicrobia
Otu01266	25	9.82419855222337	Bacteria	Verrucomicrobia
Otu01266	24	9.30487137383689	Bacteria	Verrucomicrobia
Otu01266	22	8.54353132628153	Bacteria	Verrucomicrobia
Otu01266	20	8.32639467110741	Bacteria	Verrucomicrobia
Otu01266	26	5.26102792391744	Bacteria	Verrucomicrobia
Otu01266	27	4.45103857566766	Bacteria	Verrucomicrobia
Otu01266	28	3.64830353885443	Bacteria	Verrucomicrobia
