OTU	Sample	Abundance	Kingdom	Phylum	Class	Order	Family
Otu00033	PNC2	1.03285950675559	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00033	PNC1	0.821821114154072	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	VC3	0.616757635735461	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	VC1	0.538036796807738	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00033	VC3	0.29719541192149	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	VC2	0.198060328816015	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00033	VC2	0.133081524139513	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	PNC3	0.0586985276414525	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	PNC1	0.0130486402223654	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu00165	PNC2	0.00301874271660607	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu01089	VC3	0.0849554114451213	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu01089	VC2	0.0674459975581485	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu01089	VC1	0.0242117111996704	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu01089	PNC1	0.00576763564043026	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu01089	PNC2	0.00447059786725551	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu01089	PNC3	0.00106223243292577	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
Otu00435	VC1	0.29424434808859	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu00435	PNC1	0.0711867149227915	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu00435	VC3	0.0398226458262564	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu00435	PNC3	0.00942639934811664	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu00435	PNC2	0.00632388320964621	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu00435	VC2	0.00443443957356228	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae
Otu01634	PNC2	0.0664532512924221	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu01634	PNC3	0.0277342158197896	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu01634	VC3	0.0167647122899947	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu01634	PNC1	0.0046600994230653	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu01634	VC1	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu01634	VC2	0	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
Otu00025	PNC3	2.4863989155358	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00025	PNC1	2.35825037767091	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00025	PNC2	1.32567425279616	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00025	VC2	0.914245469970842	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00025	VC1	0.80710710447125	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00025	VC3	0.605616448363205	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu00511	VC3	0.262341059945385	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00511	VC1	0.237600306611781	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00511	PNC1	0.208983138305113	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00511	PNC2	0.0838768404608431	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00511	PNC3	0.0251003340890232	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00511	VC2	0.00899893952567876	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
Otu00021	VC2	8.53587923975339	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00021	VC3	5.97187582034771	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00021	VC1	3.76242164313583	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00021	PNC1	2.30123926589108	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00021	PNC3	0.928680263353078	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00021	PNC2	0.413344423820633	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae
Otu00084	VC1	1.15123575061896	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00084	VC3	0.0568305437917371	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00084	PNC1	0	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00084	PNC2	0	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00084	PNC3	0	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00084	VC2	0	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae
Otu00042	VC3	3.59829846063187	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00042	VC2	2.29009124283094	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00042	VC1	1.87330842491741	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00042	PNC3	1.18171851942131	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00042	PNC1	0.543663404885467	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00042	PNC2	0.279150759899941	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu00607	VC2	0.342051373990059	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00607	VC3	0.241891711712691	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00607	PNC1	0.121179761744022	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00607	VC1	0.0367004902677931	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00607	PNC3	0.0155579723334486	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00607	PNC2	0.0107789198310803	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu00296	VC2	0.421726676767001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00296	VC3	0.142442458707687	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00296	VC1	0.136125245467652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00296	PNC1	0.0277567075907487	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00296	PNC2	0.00748934058386158	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00296	PNC3	0.00546268993173223	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
Otu00028	VC3	4.24340494329669	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00028	PNC1	3.13814227898537	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00028	VC1	2.99487377145709	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00028	VC2	2.60462049361907	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00028	PNC3	2.16978849985049	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00028	PNC2	1.3959893110369	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified
Otu00795	PNC3	0.10032093930828	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00795	PNC1	0.0349115339455182	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00795	PNC2	0.0150427248229084	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00795	VC3	0.00115196117027306	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00795	VC1	0	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00795	VC2	0	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8_marine_group	BD7-8_marine_group_unclassified
Otu00892	VC2	0.103363759865105	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00892	VC3	0.0470614565006084	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00892	PNC1	0.0277405366460489	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00892	VC1	0.00529379401732527	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00892	PNC3	0.00441818763956376	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00892	PNC2	0	Bacteria	Proteobacteria	Epsilonproteobacteria	BG.g7	BG.g7_unclassified
Otu00760	PNC1	0.250836427730961	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu00760	PNC3	0.160687915529203	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu00760	VC2	0.150201267443406	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu00760	VC3	0.123427244144871	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu00760	VC1	0.0971566502706896	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu00760	PNC2	0.0843598140525809	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41
Otu01174	PNC3	0.0930271534038581	Bacteria	Proteobacteria	BJGMM-U27	BJGMM-U27_unclassified	BJGMM-U27_unclassified
Otu01174	PNC1	0.00461410851234421	Bacteria	Proteobacteria	BJGMM-U27	BJGMM-U27_unclassified	BJGMM-U27_unclassified
